time_start,time_end,model,launch_place,target,destroyed_details,carrier,launched,destroyed,source
2024-05-18,2024-05-18 08:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast,Ukraine,"{'Mykolaiv oblast': 1, 'Kharkiv oblast': 5, 'Poltava oblast': 1,     'Dnipropetrovsk oblast': 1, 'Vinnytsia oblast': NaN}",,13.0,13,kpszsu/posts/pfbid0omUyckzgypWUNw19yjVQxoECYTxXfuXDUWZZLv61zpHD4Z3UN3D9WmzKH3caWK13l
2024-05-18,2024-05-18 08:00,Orlan-10,,Odesa oblast,,,1.0,1,PvKPivden/posts/pfbid027GGEdwzXPhGBoWceUmsHfnd5QjVp3thbNoh636hnLpKuvpyndSBwAviAUDhDRuE1l
2024-05-18 06:00,2024-05-18 06:00,Iskander-M,,Odesa oblast,,,1.0,0,PvKPivden/posts/pfbid027GGEdwzXPhGBoWceUmsHfnd5QjVp3thbNoh636hnLpKuvpyndSBwAviAUDhDRuE1l
2024-05-18,2024-05-18,Supercam,,Kherson oblast,,,2.0,2,PvKPivden/posts/pfbid0HDSVfWJh6SVSqBr16zDzhbn2R3d9ShP5JR3WUHhe4jREs843r8en94wPA6NHmyZrl
2024-05-17,2024-05-17 08:00,Supercam,,Mykolaiv oblast,,,1.0,1,PvKPivden/posts/pfbid0sFQqZ2DmrYpefueFDjfLtDt1FsFx3v1BMkka4EkvxagTLtw9LY9n5mxMkBmXYpE2l
2024-05-17,2024-05-17 08:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast,Ukraine,"{'Odesa oblast': 1, 'Mykolaiv oblast': 1, 'Kharkiv oblast': 15,     'Poltava oblast': 3, 'Vinnytsia oblast': NaN}",,20.0,20,kpszsu/posts/pfbid02qwQBek2UH4Bf9LqX9FGTEDUi4JnC8TnbYz7QoYFUjmt4xe5xotfZxrVkuMYD1Utkl
2024-05-17,2024-05-17 08:00,Orlan-10,,Mykolaiv oblast,,,1.0,1,PvKPivden/posts/pfbid0sFQqZ2DmrYpefueFDjfLtDt1FsFx3v1BMkka4EkvxagTLtw9LY9n5mxMkBmXYpE2l
2024-05-17,2024-05-17,ZALA,,Kherson oblast,,,2.0,2,PvKPivden/posts/pfbid0CFTDmqRu9QKasdJM7kqxmtUqh4jvUEP97yxBNRpXRErVuF3z6u6av6mQ5tFAFymkl
2024-05-17,2024-05-17,X-59/X-69,,Odesa oblast,,,3.0,3,PvKPivden/posts/pfbid0CFTDmqRu9QKasdJM7kqxmtUqh4jvUEP97yxBNRpXRErVuF3z6u6av6mQ5tFAFymkl
2024-05-17,2024-05-17,Unknown UAV,,Kherson oblast,,,1.0,1,PvKPivden/posts/pfbid0CFTDmqRu9QKasdJM7kqxmtUqh4jvUEP97yxBNRpXRErVuF3z6u6av6mQ5tFAFymkl
2024-05-17,2024-05-17,Unknown UAV,,Kirovohrad oblast,,,1.0,1,PvKPivden/posts/pfbid0CFTDmqRu9QKasdJM7kqxmtUqh4jvUEP97yxBNRpXRErVuF3z6u6av6mQ5tFAFymkl
2024-05-17,2024-05-17,Lancet,,Kherson oblast,,,1.0,1,PvKPivden/posts/pfbid0CFTDmqRu9QKasdJM7kqxmtUqh4jvUEP97yxBNRpXRErVuF3z6u6av6mQ5tFAFymkl
2024-05-17,2024-05-17,Iskander-M,,Odesa oblast,,,3.0,0,PvKPivden/posts/pfbid0CFTDmqRu9QKasdJM7kqxmtUqh4jvUEP97yxBNRpXRErVuF3z6u6av6mQ5tFAFymkl
2024-05-16,2024-05-16 ,Unknown UAV,,Kherson oblast,,,1.0,1,PvKPivden/posts/pfbid0sFQqZ2DmrYpefueFDjfLtDt1FsFx3v1BMkka4EkvxagTLtw9LY9n5mxMkBmXYpE2l
2024-05-16,2024-05-16 ,Lancet,,Dnipropetrovsk oblast,,,1.0,1,PvKPivden/posts/pfbid0sFQqZ2DmrYpefueFDjfLtDt1FsFx3v1BMkka4EkvxagTLtw9LY9n5mxMkBmXYpE2l
2024-05-15 13:30,2024-05-15 13:30,X-59/X-69,,Dnipro,,,1.0,1,pvkshid/posts/pfbid0BLvMUBCoQFnUs2jFtyJFfeXw7xCRDUthyuVpJzBkpym5spxUcGHoVYtwed9p1hTFl
2024-05-15,2024-05-15 08:00,ZALA,,Kharkiv oblast,,,1.0,1,pvkshid/posts/pfbid02VT5rV3UZ1ZfgStzfy2BZYFksPcYXqBXR3QvURqyy26MnjaRbnpH9ixFDdCbwonWel
2024-05-15,2024-05-15 08:00,Supercam,,Kharkiv oblast,,,1.0,1,pvkshid/posts/pfbid02VT5rV3UZ1ZfgStzfy2BZYFksPcYXqBXR3QvURqyy26MnjaRbnpH9ixFDdCbwonWel
2024-05-15,2024-05-15 08:00,Orlan-10,,Kharkiv oblast,,,1.0,1,pvkshid/posts/pfbid02VT5rV3UZ1ZfgStzfy2BZYFksPcYXqBXR3QvURqyy26MnjaRbnpH9ixFDdCbwonWel
2024-05-15,2024-05-15,ZALA,,Kherson oblast,,,1.0,1,PvKPivden/posts/pfbid02XcMBzjo9h41YfqBUkB45qiomHckZiFTE4khWkLo72iFvNBt9RcBTEQk5hSWti389l
2024-05-15,2024-05-15,Supercam,,Kherson oblast,,,1.0,1,PvKPivden/posts/pfbid02XcMBzjo9h41YfqBUkB45qiomHckZiFTE4khWkLo72iFvNBt9RcBTEQk5hSWti389l
2024-05-14,2024-05-14 08:00,Shahed-136/131,"Chauda, Crimea",Ukraine,"{'Kherson oblast': 2, 'Donetsk oblast': 1, 'Dnipropetrovsk oblast': 4,     'Zaporizhzhia oblast': 2, 'Kyiv oblast': NaN, 'Cherkasy oblast': NaN, 'Kirovohrad oblast': NaN,     'Khmelnytskyi oblast': NaN}",,18.0,18,kpszsu/posts/pfbid028U9y2FBgWaTdE7xKaEUwgmdGKRtE817oe9oDCN9ivfXf7BXYFKNDMhWHHcBiobZHl
2024-05-14,2024-05-14 08:00,Iskander-M,Crimea,Ukraine,,,1.0,0,kpszsu/posts/pfbid028U9y2FBgWaTdE7xKaEUwgmdGKRtE817oe9oDCN9ivfXf7BXYFKNDMhWHHcBiobZHl
2024-05-13,2024-05-13,Orlan-10,,Mykolaiv oblast,,,1.0,1,PvKPivden/posts/pfbid02jZPryARdbvtUS74KHAhoCg3qC5nziGb2o2obsKXqHNtGJpFG1QGmDpwfiFoSWmvGl
2024-05-12 19:00,2024-05-12 19:00,Unknown UAV,,Kharkiv oblast,,,1.0,1,pvkshid/posts/pfbid0kZPNi167zvQ81SwCn7PiYagWrjbXKzhxkivePKeKKtQ9UBZ9qjdmkE4GaNz7dk8Bl
2024-05-12 12:00,2024-05-12 12:00,Orlan-10,,Kharkiv oblast,,,1.0,1,pvkshid/posts/pfbid0kdY2PEVMbfNj3a1HoQz4zMB4Jyec8C9GzrZtZY8i8darqFcM6PAsMzg9mSeFjr9al
2024-05-12,2024-05-12,Orlan-10,,Odesa oblast,,,1.0,1,PvKPivden/posts/pfbid09vo2AY1BRhAgzRsWf2tcXXTSngGnScPe5R4CGp5ePvH1w1ZmcLY992PMQD1dcTKpl
2024-05-12,2024-05-12,Lancet,,Kherson oblast,,,1.0,1,PvKPivden/posts/pfbid09vo2AY1BRhAgzRsWf2tcXXTSngGnScPe5R4CGp5ePvH1w1ZmcLY992PMQD1dcTKpl
2024-05-11 17:00,2024-05-11 17:00,X-59/X-69,,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,,1.0,1,pvkshid/posts/pfbid0gkZbojjdA4BsbiBpp9GDKa8ygqBWJTgBXrRwueyM7hh5fxeAU7xAHpcsH26VRGB2l
2024-05-11,2024-05-11,ZALA,,Kherson oblast,,,4.0,4,PvKPivden/posts/pfbid0qVqtw8UmSDFqYVpgXtMnnEmfeigMkMR1XKqKA17vEBSC8S7RhEPWo4cCcRvVN4wHl
2024-05-11,2024-05-11,Orlan-10,,Mykolaiv oblast,,,1.0,1,PvKPivden/posts/pfbid0qVqtw8UmSDFqYVpgXtMnnEmfeigMkMR1XKqKA17vEBSC8S7RhEPWo4cCcRvVN4wHl
2024-05-10 17:00,2024-05-10 17:00,X-59/X-69,,"Dnipropetrovsk oblast, Dnipro Raion",,,1.0,1,pvkshid/posts/pfbid0dAdG5PSXs2yqoAdW77Jeb8LGYRbtx5k8xh3KUUekGNWfRXLr1anydrhTN7GpjVUQl
2024-05-10,2024-05-10 08:00,Shahed-136/131,Crimea,south,"{'Odesa oblast': 1, 'Kherson oblast': 1, 'Mykolaiv oblast': 8}",,10.0,10,kpszsu/posts/pfbid0umkQAFAmUdnoTDEQpKGHtHg4x39sQ8bwnHGvHBKfkXNget9FjjidtQ3HviHLD5phl
2024-05-10,2024-05-10 08:00,C-300/C-400,Belgorod oblast,Kharkiv oblast,,,2.0,0,kpszsu/posts/pfbid0umkQAFAmUdnoTDEQpKGHtHg4x39sQ8bwnHGvHBKfkXNget9FjjidtQ3HviHLD5phl
2024-05-10,2024-05-10,ZALA,,Kherson oblast,,,1.0,1,PvKPivden/posts/pfbid02pwxCpFvDEnrh9QDyqfCWptSDDzwguFezJ6mrhss9s6WnwxfGsEJ5EM5CwUUaZ8YHl
2024-05-10,2024-05-10,Supercam,,Kherson oblast,,,1.0,1,PvKPivden/posts/pfbid02pwxCpFvDEnrh9QDyqfCWptSDDzwguFezJ6mrhss9s6WnwxfGsEJ5EM5CwUUaZ8YHl
2024-05-10,2024-05-10,Lancet,,Kherson oblast,,,1.0,1,PvKPivden/posts/pfbid02pwxCpFvDEnrh9QDyqfCWptSDDzwguFezJ6mrhss9s6WnwxfGsEJ5EM5CwUUaZ8YHl
2024-05-09,2024-05-09 08:00,Shahed-136/131,"Chauda, Crimea",Odesa oblast,,,20.0,17,kpszsu/posts/pfbid0umkQAFAmUdnoTDEQpKGHtHg4x39sQ8bwnHGvHBKfkXNget9FjjidtQ3HviHLD5phl
2024-05-09,2024-05-09,ZALA,,Kherson oblast,,,2.0,2,PvKPivden/posts/pfbid04kTtH2HTDJJjzM9sYkwrjZiBmuMofbWcy19eXbe2yj6YDf5nQmhWPiSXqQJfnwxjl
2024-05-09,2024-05-09,Supercam,,Kherson oblast,,,3.0,3,PvKPivden/posts/pfbid04kTtH2HTDJJjzM9sYkwrjZiBmuMofbWcy19eXbe2yj6YDf5nQmhWPiSXqQJfnwxjl
2024-05-08 18:00,2024-05-08 18:00,X-59/X-69,,"Dnipropetrovsk oblast, Dnipro Raion",,,1.0,1,pvkshid/posts/pfbid029hFNcmgMqkb8pWQ2Lezaq6dx5Bccsd3rkiwQa8WiT5NUS5aLdikwRyhTVuzAbDqml
2024-05-08 14:00,2024-05-08 14:00,Orlan-10,,Kharkiv oblast,,,1.0,1,pvkshid/posts/pfbid0fneQ52kcUSE6RU5sGjJyXu1B6ZC3hT8arHLdsQVTLY5v1LazQx8i9x3e8EzzDB3nl
2024-05-08,2024-05-08 08:00,X-59/X-69,Zaporizhzhia oblast,Dnipropetrovsk oblast,,,2.0,2,kpszsu/posts/pfbid0oMLmvgF649oPmR13CVZy14S6XCnsjE7aHK7uM5YPfSMfzV74R3ug5awwXm96LZLil
2024-05-08,2024-05-08 08:00,X-47 Kinzhal,Tambov oblast,Ukraine,,MiG-31K,1.0,0,kpszsu/posts/pfbid0oMLmvgF649oPmR13CVZy14S6XCnsjE7aHK7uM5YPfSMfzV74R3ug5awwXm96LZLil
2024-05-08,2024-05-08 08:00,X-101/X-555,Saratov oblast,Ukraine,,Tu-95MS,45.0,33,kpszsu/posts/pfbid0oMLmvgF649oPmR13CVZy14S6XCnsjE7aHK7uM5YPfSMfzV74R3ug5awwXm96LZLil
2024-05-08,2024-05-08 08:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast,Ukraine,,,21.0,20,kpszsu/posts/pfbid0oMLmvgF649oPmR13CVZy14S6XCnsjE7aHK7uM5YPfSMfzV74R3ug5awwXm96LZLil
2024-05-08,2024-05-08 08:00,Kalibr,Black Sea,south,,Navi,4.0,4,kpszsu/posts/pfbid0oMLmvgF649oPmR13CVZy14S6XCnsjE7aHK7uM5YPfSMfzV74R3ug5awwXm96LZLil
2024-05-08,2024-05-08 08:00,Iskander-M,Crimea,Ukraine,,,2.0,0,kpszsu/posts/pfbid0oMLmvgF649oPmR13CVZy14S6XCnsjE7aHK7uM5YPfSMfzV74R3ug5awwXm96LZLil
2024-05-08,2024-05-08 08:00,Iskander-K,Crimea,Ukraine,,,1.0,0,kpszsu/posts/pfbid0oMLmvgF649oPmR13CVZy14S6XCnsjE7aHK7uM5YPfSMfzV74R3ug5awwXm96LZLil
2024-05-07 14:00,2024-05-07 14:00,X-59/X-69,,Odesa oblast,,,2.0,2,PvKPivden/posts/pfbid02qYu3aAsgxcLT14gT5CKdcwRUmdRhxu1ZT3kKLd1t7kKGtApnkLxCCUrCg7q6hEtEl
2024-05-06 13:00,2024-05-06 13:00,X-59/X-69,,"Dnipropetrovsk oblast, Synelnykove Raion",,,1.0,1,pvkshid/posts/pfbid0tmeYCijN4guXB4zbcAUfKyxfScFPWb6L9K7X8JUbWLU2VZV588qzergMfPa7nDzhl
2024-05-06,2024-05-06,Unknown UAV,,Kherson oblast,,,1.0,1,PvKPivden/posts/pfbid02Qrw9NKWaVyX7umiWz54v5AzW5nScFiFCkSMGfAXF4rjYWQEQ1MRRXthkAZmogaRZl
2024-05-06,2024-05-06,Shahed-136/131,Kursk oblast,Sumy oblast,,,13.0,12,kpszsu/posts/pfbid02TA4Va8tkLjVQDPJXHg6nqW7qKe1PyMQAGzWkQkPtrdRZ8hvJKmTMBxGxVjaqUzRgl
2024-05-06,2024-05-06,Reconnaissance UAV,,Kherson oblast,,,1.0,1,PvKPivden/posts/pfbid02Qrw9NKWaVyX7umiWz54v5AzW5nScFiFCkSMGfAXF4rjYWQEQ1MRRXthkAZmogaRZl
2024-05-06,2024-05-06,Lancet,,Mykolaiv oblast,,,3.0,3,PvKPivden/posts/pfbid02Qrw9NKWaVyX7umiWz54v5AzW5nScFiFCkSMGfAXF4rjYWQEQ1MRRXthkAZmogaRZl
2024-05-05 13:00,2024-05-05 13:00,ZALA,,Zaporizhzhia oblast,,,1.0,1,pvkshid/posts/pfbid0qftPoRX2T7FBgCGGfWhaLC9V7FNZbSvaZk593XaiYXiR4wkCZQg4QsxoiWyGj9vhl
2024-05-05,2024-05-05,Shahed-136/131,"Chauda, Crimea and Kursk oblast",east,"{'Kharkiv oblast': 10, 'Dnipropetrovsk oblast': 12}",,23.0,23,kpszsu/posts/pfbid0JbvKXQPgMNTyYwRMcRZN8gQpUfhi1RpMXWSRULs4wCds9eE54dMGiXiuaLtBLK64l
2024-05-05,2024-05-05,Orlan-10,,Zaporizhzhia oblast,,,1.0,1,pvkshid/posts/pfbid02gfCvEETVqpomEnmKyCUUXm1h5RzABbH49oCHYQ3LgdEq4wn5SxcTDR39PtYQJFwHl
2024-05-04 16:15,2024-05-04 16:15,X-59/X-69,,"Dnipropetrovsk oblast, Dnipro Raion",,,1.0,1,pvkshid/posts/pfbid02MB6ky2Tf5FVTUv1iHxKA14FK3pHtTY7obr4H6bnaCvSTNfnckUpgXJfffZrPCJ7Kl
2024-05-04,2024-05-04,Shahed-136/131,,Kharkiv oblast and Dnipropetrovsk oblast,,,13.0,13,kpszsu/posts/pfbid02Lc7ovatcs3m67AhJXsQ7Ucu4PEZx9Q89XX5FHxFhiCb6ZoQdymDp1wy5VWJmMW9ol
2024-05-04,2024-05-04,C-300,Belgorod oblast,east,,,4.0,0,kpszsu/posts/pfbid02Lc7ovatcs3m67AhJXsQ7Ucu4PEZx9Q89XX5FHxFhiCb6ZoQdymDp1wy5VWJmMW9ol
2024-05-03 23:00,2024-05-03 23:00,Supercam,,Kharkiv oblast,,,1.0,1,pvkshid/posts/pfbid0s67zBZZ7qDKyCpD2HYec5Ry3ViedbuySLMbKqsYcmyFf65s9RjUWZhuK3C5tZYcrl
2024-05-03 17:00,2024-05-03 17:00,Supercam,,Kharkiv oblast,,,1.0,1,pvkshid/posts/pfbid0kS4fQNCutJGaAisiPPW9dRtruuTtDw7riUUfMQumuuboQEFvLiUjSitmh6NiAnrPl
2024-05-03 12:00,2024-05-03 12:00,Reconnaissance UAV,,Zaporizhzhia oblast,,,1.0,1,pvkshid/posts/pfbid02Du15ZF8XFDmRnGBdU2Z7cWDTtjVrMaEYqjLzBSqca9nEp8Q1cpk4jKqo89DwRYKbl
2024-05-03,2024-05-03 08:00,Supercam,,Kherson oblast,,,1.0,1,PvKPivden/posts/pfbid04eZcgxmiXS6AzKkzHZRq4Unx4EQdnht1PRgimXbYCULQFtu9AgQ7mCb3m8t4wL1rl
2024-05-03,2024-05-03,ZALA,,Mykolaiv oblast,,,1.0,1,PvKPivden/posts/pfbid02uBtZyYpmNeiBZA2cTrTms8tr1ZVxBgdBxC8GZVdRnr9qEhdfXVwfrg3SBYK1cTu1l
2024-05-03,2024-05-03,Supercam,,Kherson oblast,,,1.0,1,PvKPivden/posts/pfbid02uBtZyYpmNeiBZA2cTrTms8tr1ZVxBgdBxC8GZVdRnr9qEhdfXVwfrg3SBYK1cTu1l
2024-05-02,2024-05-02,Orlan-10,,Mykolaiv oblast,,,1.0,1,PvKPivden/posts/pfbid0jJs5ZfiA8WNXKEz2oCKAFH2JZrvqv3dHoVBYiuyKyXVGVe9HGhHhBCRUSSiyRCoLl
2024-05-01,2024-05-01,X-59/X-69,,Odesa oblast,,,1.0,1,PvKPivden/posts/pfbid0jJs5ZfiA8WNXKEz2oCKAFH2JZrvqv3dHoVBYiuyKyXVGVe9HGhHhBCRUSSiyRCoLl
2024-05-01,2024-05-01,Shahed-136/131,,Odesa oblast,,,2.0,2,PvKPivden/posts/pfbid0jJs5ZfiA8WNXKEz2oCKAFH2JZrvqv3dHoVBYiuyKyXVGVe9HGhHhBCRUSSiyRCoLl
2024-05-01,2024-05-01,Orlan-10,,Odesa oblast,,,1.0,1,PvKPivden/posts/pfbid0jJs5ZfiA8WNXKEz2oCKAFH2JZrvqv3dHoVBYiuyKyXVGVe9HGhHhBCRUSSiyRCoLl
2024-04-30,2024-04-30 08:00,Orlan-10,,Odesa oblast,,,2.0,2,PvKPivden/posts/pfbid0WtjRv3MAcvXmc7miTGzGW6gzLNYbZ88p8v61jLymttmxawCderLttinjKrfmrjYUl
2024-04-28,2024-04-28 08:00,Unknown UAV,Kherson oblast,Mykolaiv oblast,,,5.0,1,kpszsu/posts/pfbid0PnTn62fYfniXRfHLj5yahAwD68dLQ2P6HH7MU1PkMffCmK48A5yRnrm7xqmsogdHl
2024-04-28,2024-04-28 08:00,Shahed-136/131,"Chauda, Crimea",Ukraine,"{'Kyiv oblast': 1, 'Vinnytsia oblast': 1, 'Khmelnytskyi oblast': 1,     'Kirovohrad oblast': 1}",,4.0,4,kpszsu/posts/pfbid0PnTn62fYfniXRfHLj5yahAwD68dLQ2P6HH7MU1PkMffCmK48A5yRnrm7xqmsogdHl
2024-04-28,2024-04-28 08:00,Reconnaissance UAV,,"Dnipropetrovsk oblast, Dnipro Raion",,,2.0,2,pvkshid/posts/pfbid0sQnxba8shzrgzLTGN6Fm4HKx3xT8Egy8whXJ5ALTDYvXrn4KJv33uABKwuauVx7Bl
2024-04-28,2024-04-28 08:00,C-300,Belgorod oblast,east,,,1.0,0,kpszsu/posts/pfbid0PnTn62fYfniXRfHLj5yahAwD68dLQ2P6HH7MU1PkMffCmK48A5yRnrm7xqmsogdHl
2024-04-27 17:00,2024-04-27 17:00,Orlan-10,,"Dnipropetrovsk oblast, Dnipro Raion",,,1.0,1,pvkshid/posts/pfbid02AgU7gSZkiF5CP9tE4ZDZgDxYWRdTH9zzdWkmoj5SAxFUmfgKm1H1k6XFWJp61S9El
2024-04-27,2024-04-27 08:00,X-59/X-69,Belgorod oblast and Sea of Azov,Ukraine,,,9.0,8,kpszsu/posts/pfbid02vCkSxSEHNFEAL7Q76AnbenrEA1BCDbuhhZBfKPbQoLVBGVN2uRE9DymeKr5jx1Fol
2024-04-27,2024-04-27 08:00,X-47 Kinzhal,Ryazan oblast and Tambov oblast,Ukraine,,MiG-31K,4.0,0,kpszsu/posts/pfbid02vCkSxSEHNFEAL7Q76AnbenrEA1BCDbuhhZBfKPbQoLVBGVN2uRE9DymeKr5jx1Fol
2024-04-27,2024-04-27 08:00,X-101/X-555,Saratov oblast,Ukraine,,Tu-95MS,9.0,6,kpszsu/posts/pfbid02vCkSxSEHNFEAL7Q76AnbenrEA1BCDbuhhZBfKPbQoLVBGVN2uRE9DymeKr5jx1Fol
2024-04-27,2024-04-27 08:00,Kalibr,Black Sea,Ukraine,"{'Mykolaiv oblast': 3, 'Dnipropetrovsk oblast': 2}",Navi,8.0,6,kpszsu/posts/pfbid02vCkSxSEHNFEAL7Q76AnbenrEA1BCDbuhhZBfKPbQoLVBGVN2uRE9DymeKr5jx1Fol
2024-04-27,2024-04-27 08:00,Iskander-K,Crimea,Ukraine,,,2.0,1,kpszsu/posts/pfbid02vCkSxSEHNFEAL7Q76AnbenrEA1BCDbuhhZBfKPbQoLVBGVN2uRE9DymeKr5jx1Fol
2024-04-27,2024-04-27 08:00,C-300,Belgorod oblast,Ukraine,,,2.0,0,kpszsu/posts/pfbid02vCkSxSEHNFEAL7Q76AnbenrEA1BCDbuhhZBfKPbQoLVBGVN2uRE9DymeKr5jx1Fol
2024-04-27,2024-04-27,ZALA,,Odesa oblast,,,1.0,1,PvKPivden/posts/pfbid028o3G7NKaVDrnFi4HvjiJLU8s4yW7YGrv3nGgXRJb59vaQmPDFieyCxS5fmHePoBsl
2024-04-27,2024-04-27,Orlan-10,,Odesa oblast,,,1.0,1,PvKPivden/posts/pfbid028o3G7NKaVDrnFi4HvjiJLU8s4yW7YGrv3nGgXRJb59vaQmPDFieyCxS5fmHePoBsl
2024-04-27,2024-04-27,Orlan-10,,Kherson oblast,,,1.0,1,PvKPivden/posts/pfbid028o3G7NKaVDrnFi4HvjiJLU8s4yW7YGrv3nGgXRJb59vaQmPDFieyCxS5fmHePoBsl
2024-04-27,2024-04-27,Lancet,,Odesa oblast,,,1.0,1,PvKPivden/posts/pfbid028o3G7NKaVDrnFi4HvjiJLU8s4yW7YGrv3nGgXRJb59vaQmPDFieyCxS5fmHePoBsl
2024-04-26,2024-04-26 08:00,Orlan-10,,Kherson oblast,,,1.0,1,PvKPivden/posts/pfbid0w8vErwqZS4qLN6SDdGTZvUvBSLEu2o6jVitX7k3JaK3MT3Jm9yoknmciykcR1Phil
2024-04-26,2024-04-26,Supercam,,Kherson oblast,,,1.0,1,PvKPivden/posts/pfbid02H2iwdNFbVh477MHaWRFQWU4jXannuJLPSSJBZHCeGLpyEr8cZ1WBiJvwJa9QCZzgl
2024-04-25 13:00,2024-04-25 13:00,Unknown Missile,,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,,1.0,1,pvkshid/posts/pfbid0nj5QSPoCZngRkSE67ruDJCLmRSsZenVYek6h5t9PT7ZkKSA4Zwrvbvknp2AScDSVl
2024-04-25 08:00,2024-04-25 08:00,ZALA,,Odesa oblast,,,1.0,1,PvKPivden/posts/pfbid02jZburgwfUPXZNEpo6pxJqE3LT1wGAHhap1cj5E1kjvRTbMU7xA747rgGvE64LYGVl
2024-04-25,2024-04-25,ZALA,,Odesa oblast,,,1.0,1,PvKPivden/posts/pfbid0w8vErwqZS4qLN6SDdGTZvUvBSLEu2o6jVitX7k3JaK3MT3Jm9yoknmciykcR1Phil
2024-04-24 17:00,2024-04-24 17:00,X-59,,"Dnipropetrovsk oblast, Synelnykove Raion",,,1.0,1,pvkshid/posts/pfbid0nj5QSPoCZngRkSE67ruDJCLmRSsZenVYek6h5t9PT7ZkKSA4Zwrvbvknp2AScDSVl
2024-04-24,2024-04-24,Lancet,,Kherson oblast,,,2.0,2,PvKPivden/posts/pfbid02jZburgwfUPXZNEpo6pxJqE3LT1wGAHhap1cj5E1kjvRTbMU7xA747rgGvE64LYGVl
2024-04-23 22:25,2024-04-23 22:25,Unknown UAV,,"Dnipropetrovsk oblast, Dnipro Raion",,,1.0,1,pvkshid/posts/pfbid02ZrWpgVtaxVopJQXmCRUBuTzw9oKnL8eeMuCXUhu5Vz56xFKYfEwLfkUPsFJeSaNNl
2024-04-23 20:00,2024-04-23 20:00,Orlan-10,,"Dnipropetrovsk oblast, Dnipro Raion",,,1.0,1,pvkshid/posts/pfbid02fLXwyS3CXtUusPz5fCPFrzG2UnrDgZFUA41wDPk9CYfdh8dpYHFxp9MhpvvRCPFWl
2024-04-23 12:00,2024-04-23 12:00,Orlan-10,,"Dnipropetrovsk oblast, Synelnykove Raion",,,1.0,1,pvkshid/posts/pfbid02qbcxK1EF4EZmH3bwWruXieTifiP5ZYHqwB2Av6pJbBmWowM39MaCjHWHqEkeFZUtl
2024-04-23,2024-04-23 08:00,Shahed-136/131,"Chauda, Crimea and Kursk oblast",Ukraine,"{'Mykolaiv oblast': 4, 'Odesa oblast': 7, 'Kyiv oblast': NaN, 'Cherkasy oblast': NaN}",,16.0,15,kpszsu/posts/pfbid0UYynjmpJG7Zky9RGkBUwxLRhdreaA8wqafNL5588xjSFNWAYHvDeeVrm4PeN7QKol
2024-04-23,2024-04-23 08:00,Iskander-M,Belgorod oblast,east,,,2.0,0,kpszsu/posts/pfbid0UYynjmpJG7Zky9RGkBUwxLRhdreaA8wqafNL5588xjSFNWAYHvDeeVrm4PeN7QKol
2024-04-22 10:00,2024-04-22 10:00,Orlan-10,,"Dnipropetrovsk oblast, Dnipro Raion",,,1.0,1,pvkshid/posts/pfbid02dWGm513PPZ8dHGwQ97LCV95Zg7aP6yzae5cRtWbP7v9UiVPV3SoJzAGHVqGE8Gaql
2024-04-22,2024-04-22 08:00,Shahed-136/131,"Chauda, Crimea",Odesa oblast,,,7.0,5,kpszsu/posts/pfbid0Wj7kScttgxwcVjDAUoN8Sx9FDvcYAHaJrdLwbUDowdRjD7bRWH5mo6YwikqX7u4pl
2024-04-22,2024-04-22 08:00,C-300/C-400,Donetsk oblast,east,,,3.0,0,kpszsu/posts/pfbid0Wj7kScttgxwcVjDAUoN8Sx9FDvcYAHaJrdLwbUDowdRjD7bRWH5mo6YwikqX7u4pl
2024-04-22 07:00,2024-04-22 07:00,Orlan-10,,Odesa oblast,,,1.0,1,kpszsu/posts/pfbid0Wj7kScttgxwcVjDAUoN8Sx9FDvcYAHaJrdLwbUDowdRjD7bRWH5mo6YwikqX7u4pl
2024-04-20 19:00,2024-04-20 19:00,ZALA,,Kharkiv oblast,,,1.0,1,pvkshid/posts/pfbid0JXS9ZdJ1LZbZQXQ2Sf6CLdYH12KiciYwEmEWLxCgE3PNnjqz4CUeD1A7kHGpWpL6l
2024-04-20 12:00,2024-04-20 12:00,Supercam,,Zaporizhzhia oblast,,,1.0,1,pvkshid/posts/pfbid02cnmhJHKj6FpBuLGSi8VmKUmHC6wkosgJ9sKdT8HkXMfXZk9AqvozURp3XogZkZnYl
2024-04-20 09:00,2024-04-20 09:00,Supercam,,"Dnipropetrovsk oblast, Synelnykove Raion",,,1.0,1,pvkshid/posts/pfbid025R7V1Rvtba3VyqHg8Y7J1wqP6JrLZFGvZnH4xxZwBB2ECsVMQsE3RnFnAHfeT2b2l
2024-04-20,2024-04-20 08:00,X-59/X-69,Black Sea,Odesa oblast,,,2.0,2,kpszsu/posts/pfbid02MU262yHp1zf19M19yeCsHQXoZQPAnTah2fymFFx2WS5RGVo4ANKaxqExthJgQih4l
2024-04-20,2024-04-20 08:00,Supercam,,Dnipropetrovsk oblast,,,1.0,1,kpszsu/posts/pfbid02MU262yHp1zf19M19yeCsHQXoZQPAnTah2fymFFx2WS5RGVo4ANKaxqExthJgQih4l
